,A4:BD:C4:2E:D7:70 (Dignajas Rozes),A4:BD:C4:2E:D7:74 (Dignajas Rozes 5G),6A:51:48:7C:54:95 (RosaMaria \xF0\x9F\x92\x95),9A:62:AB:67:28:4B (PhPhPhone),4C:75:25:CD:DD:E9 (M5Stick),94:B9:7E:A9:10:15 (M5Atom),room_index,measurement_index,batch_index,x,y,18:4A:6F:54:B2:82 (ALHN-8A10),84:3E:92:6E:08:58 (OPTIC0852),90:16:BA:F8:CA:B4 (OPTICCAAC),90:16:BA:F8:CA:B8 (OPTICCAAC-5G),90:16:BA:F8:C7:DC (TheForceStrong),84:3E:92:6E:08:5C (OPTIC0852-5G),06:D6:AA:E7:35:25 (AndroidAP3525),B4:E8:42:9A:0E:5A (LEDnet00339A0E5A),F0:68:65:36:11:F9 (ALHN-442D),DC:2C:6E:F6:6F:A2 (LMT-2GHz-6F9D),90:16:BA:F8:C7:D8 (TheForceWeak),84:3E:92:6E:29:5C (Apollo Creed),10:27:F5:3F:31:2B (Ziepis),54:37:BB:B1:71:59 (Diagon Alleys),84:3E:92:6E:29:60 (OPTIC2953-5G),5C:1A:6F:EC:B0:21 (ALHN-A333),1C:43:63:6A:56:F4 (OPTIC56EC),A2:B3:8D:32:AC:0D (HUAWEI_B535_AC32),A2:B3:8D:32:AC:11 (HUAWEI_B535_AC32_5G),8C:DE:F9:0B:E5:89 (Dignajas 12),A2:B3:8D:32:AC:09 (HUAWEI_B535_AC32),F8:0C:58:10:DC:39 (ALHN-C1EF),F0:2F:74:B7:02:00 (Swamp),D4:1A:D1:3E:C6:71 (Baltcom_C671),B4:26:5D:A5:20:A9 (ALHN-76BA),94:00:B0:1D:01:80 (EDGE-h5fG),FA:0C:58:40:DC:3D (),F0:2F:74:B7:02:04 (Swamp),08:55:31:A1:C2:10 (LMT-C20B),28:68:D2:80:AB:C4 (EDGE-q8Ef),5C:1A:6F:EC:B9:8D (ALHN-A45E),5C:1A:6F:EC:C3:7D (ALHN-A532),E4:C3:2A:90:85:DB (House of Cats 2.4 GHz),6C:16:32:B4:45:48 (OPTIC4542),EA:C3:2A:86:C7:D1 (),14:CB:19:E5:58:9C (DIRECT-9B-HP DeskJet 2700 series),E4:C3:2A:86:C7:D1 (TP-Link_C7D1),D4:62:EA:C8:19:BE (RUTTE),10:27:F5:3F:31:2A (Ziepis5G),D4:62:EA:C8:19:C2 (),A4:BD:C4:2F:06:44 (OPTIC063B),88:40:33:7E:27:6C (OPTICCAAC),5C:1A:6F:46:CA:67 (ALHN-D988),68:3A:48:34:82:10 (MTK_SOFT_AP),A8:AD:3D:D3:80:20 (ALHN-8616),68:3A:48:34:82:10 ([washer] Samsung),C4:44:7D:70:58:04 (OPTIC57FE),E2:36:B3:04:C2:89 (smartDongle-F9F8),FA:0C:58:40:DC:39 (),1A:30:14:7A:2C:08 (RosaMaria \xF0\x9F\x92\x95),64:D1:54:87:3F:E6 (MikroTik-873FE6),D4:1A:D1:3E:C6:72 (Baltcom_C671),5C:64:7A:47:46:58 (ALHN-BBED),1C:43:63:6A:56:F8 (OPTIC56EC-5G),FA:0D:AC:EC:1E:E0 (DIRECT-E0-HP Laser 137fnw),88:40:33:7E:27:70 (OPTICCAAC-5G),00:5F:67:46:A6:24 (Dignajas 3B-15),04:D3:B5:6A:88:C7 (HUAWEI-B535-88C7),04:D3:B5:6A:88:CC (HUAWEI-B535-88C7_5G),F0:68:65:36:11:FD (ALHN-442D-5),C4:EA:1D:B7:5A:F1 (TNCAPB75AF1)
1042,-63,-67,-62,-59,-61,-64,2,3,43,260,385,-71.0,-71.0,-77,-74,-83,-83,-81.0,,,,-79.0,-76.0,,,-85.0,,,,,,,,,,,,,-88.0,,-89.0,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,
1043,-63,-67,-62,-59,-61,-64,2,3,44,260,385,-71.0,-71.0,-77,-74,-83,-83,-81.0,,,,-79.0,-76.0,,,-85.0,,,,,,,,,,,,,-88.0,,-89.0,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,
1044,-66,-58,-62,-51,-60,-62,2,3,45,260,385,-71.0,-71.0,-66,-72,-83,-83,-81.0,,,,-80.0,-71.0,,,-85.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,-83.0,-90.0,,,,,,,,,,,,,,,,,,
1045,-64,-68,-55,-54,-61,-66,2,3,46,260,385,-71.0,-71.0,-76,-75,-85,-86,-80.0,,,,-80.0,-73.0,,,-85.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,-83.0,-90.0,,,,,,,,,,,,,,,,,,
1046,-64,-68,-55,-54,-61,-66,2,3,47,260,385,-71.0,-71.0,-76,-75,-85,-86,-80.0,,,,-80.0,-73.0,,,-85.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,-83.0,-90.0,,,,,,,,,,,,,,,,,,
1047,-64,-68,-55,-54,-61,-66,2,3,48,260,385,-71.0,-71.0,-76,-75,-85,-86,-80.0,,,,-80.0,-73.0,,,-85.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,-83.0,-90.0,,,,,,,,,,,,,,,,,,
1048,-64,-68,-55,-54,-61,-66,2,3,49,260,385,-71.0,-71.0,-76,-75,-85,-86,-80.0,,,,-80.0,-73.0,,,-85.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,-83.0,-90.0,,,,,,,,,,,,,,,,,,
1049,-64,-68,-55,-54,-61,-66,2,3,50,260,385,-71.0,-71.0,-76,-75,-85,-86,-80.0,,,,-80.0,-73.0,,,-85.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,-83.0,-90.0,,,,,,,,,,,,,,,,,,
1050,-58,-57,-59,-54,-64,-66,2,4,1,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1051,-58,-57,-59,-54,-64,-66,2,4,2,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1052,-58,-57,-59,-54,-64,-66,2,4,3,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1053,-58,-57,-59,-54,-64,-66,2,4,4,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1054,-58,-57,-59,-54,-64,-66,2,4,5,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1055,-58,-57,-59,-54,-64,-66,2,4,6,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1056,-58,-57,-59,-54,-64,-66,2,4,7,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1057,-58,-57,-59,-54,-64,-66,2,4,8,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1058,-58,-57,-59,-54,-64,-66,2,4,9,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1059,-58,-57,-59,-54,-64,-66,2,4,10,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1060,-58,-57,-59,-54,-64,-66,2,4,11,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1061,-58,-57,-59,-54,-64,-66,2,4,12,364,385,-71.0,-70.0,-67,-72,-83,-82,-81.0,,,,-79.0,-74.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1062,-54,-52,-51,-50,-66,-63,2,4,13,364,385,,-62.0,-62,-68,-82,-77,-81.0,,,,-75.0,-74.0,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1063,-54,-52,-51,-50,-66,-63,2,4,14,364,385,,-62.0,-62,-68,-82,-77,-81.0,,,,-75.0,-74.0,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1064,-54,-52,-51,-50,-66,-63,2,4,15,364,385,,-62.0,-62,-68,-82,-77,-81.0,,,,-75.0,-74.0,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1065,-54,-52,-51,-50,-66,-63,2,4,16,364,385,,-62.0,-62,-68,-82,-77,-81.0,,,,-75.0,-74.0,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1066,-54,-52,-51,-50,-66,-63,2,4,17,364,385,,-62.0,-62,-68,-82,-77,-81.0,,,,-75.0,-74.0,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,
1067,-61,-60,-53,-53,-67,-64,2,4,18,364,385,,-72.0,-73,-73,-82,-79,-81.0,,,,-78.0,-75.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,-61,-60,-53,-53,-67,-64,2,4,19,364,385,,-72.0,-73,-73,-82,-79,-81.0,,,,-78.0,-75.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,-61,-60,-53,-53,-67,-64,2,4,20,364,385,,-72.0,-73,-73,-82,-79,-81.0,,,,-78.0,-75.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,-61,-60,-53,-53,-67,-64,2,4,21,364,385,,-72.0,-73,-73,-82,-79,-81.0,,,,-78.0,-75.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,-61,-60,-53,-53,-67,-64,2,4,22,364,385,,-72.0,-73,-73,-82,-79,-81.0,,,,-78.0,-75.0,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,-54,-51,-62,-50,-68,-67,2,4,23,364,385,,-63.0,-63,-69,-81,-74,-81.0,,,,-77.0,-77.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,-54,-51,-62,-50,-68,-67,2,4,24,364,385,,-63.0,-63,-69,-81,-74,-81.0,,,,-77.0,-77.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,-54,-51,-62,-50,-68,-67,2,4,25,364,385,,-63.0,-63,-69,-81,-74,-81.0,,,,-77.0,-77.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,-54,-51,-62,-50,-68,-67,2,4,26,364,385,,-63.0,-63,-69,-81,-74,-81.0,,,,-77.0,-77.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,-65,-60,-62,-52,-65,-64,2,4,27,364,385,,-69.0,-63,-73,-87,-80,-81.0,,,,-79.0,-69.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,-65,-60,-62,-52,-65,-64,2,4,28,364,385,,-69.0,-63,-73,-87,-80,-81.0,,,,-79.0,-69.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,-65,-60,-62,-52,-65,-64,2,4,29,364,385,,-69.0,-63,-73,-87,-80,-81.0,,,,-79.0,-69.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,-65,-60,-62,-52,-65,-64,2,4,30,364,385,,-69.0,-63,-73,-87,-80,-81.0,,,,-79.0,-69.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,-65,-60,-62,-52,-65,-64,2,4,31,364,385,,-69.0,-63,-73,-87,-80,-81.0,,,,-79.0,-69.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,-65,-60,-62,-52,-65,-64,2,4,32,364,385,,-69.0,-63,-73,-87,-80,-81.0,,,,-79.0,-69.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,-52,-51,-62,-50,-66,-69,2,4,33,364,385,-81.0,-65.0,-63,-73,-80,-73,-81.0,,,,-79.0,-81.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1083,-52,-51,-62,-50,-66,-69,2,4,34,364,385,-81.0,-65.0,-63,-73,-80,-73,-81.0,,,,-79.0,-81.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1084,-52,-51,-62,-50,-66,-69,2,4,35,364,385,-81.0,-65.0,-63,-73,-80,-73,,,,,-79.0,-81.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1085,-52,-51,-62,-50,-66,-69,2,4,36,364,385,-81.0,-65.0,-63,-73,-80,-73,,,,,-79.0,-81.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1086,-63,-63,-62,-52,-66,-67,2,4,37,364,385,-81.0,-65.0,-75,-70,-87,-80,,,,,-79.0,-75.0,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1087,-63,-63,-62,-52,-66,-67,2,4,38,364,385,-81.0,-65.0,-75,-70,-87,-80,,,,,-79.0,-75.0,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1088,-63,-63,-62,-52,-66,-67,2,4,39,364,385,-81.0,-65.0,-75,-70,-87,-80,,,,,-79.0,-75.0,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1089,-63,-63,-62,-52,-66,-67,2,4,40,364,385,-81.0,-65.0,-75,-70,-87,-80,,,,,-79.0,-75.0,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1090,-53,-52,-56,-49,-67,-71,2,4,41,364,385,-82.0,-63.0,-64,-72,-87,-75,,,,,-80.0,-83.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1091,-53,-52,-56,-49,-67,-71,2,4,42,364,385,-82.0,-63.0,-64,-72,-87,-75,,,,,-80.0,-83.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1092,-53,-52,-56,-49,-67,-71,2,4,43,364,385,-82.0,-63.0,-64,-72,-87,-75,,,,,-80.0,-83.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1093,-53,-52,-56,-49,-67,-71,2,4,44,364,385,-82.0,-63.0,-64,-72,-87,-75,,,,,-80.0,-83.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1094,-53,-52,-56,-49,-67,-71,2,4,45,364,385,-82.0,-63.0,-64,-72,-87,-75,,,,,-80.0,-83.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1095,-53,-52,-56,-49,-67,-71,2,4,46,364,385,-82.0,-63.0,-64,-72,-87,-75,,,,,-80.0,-83.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1096,-53,-52,-56,-49,-67,-71,2,4,47,364,385,-82.0,-63.0,-64,-72,-87,-75,,,,,-80.0,-83.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1097,-53,-52,-56,-49,-67,-71,2,4,48,364,385,-82.0,-63.0,-64,-72,-87,-75,,,,,-80.0,-83.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1098,-53,-63,-66,-53,-64,-68,2,4,49,364,385,-82.0,-63.0,-79,-75,-84,-78,-82.0,,,,-74.0,-77.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1099,-55,-51,-66,-53,-65,-65,2,4,50,364,385,-82.0,-62.0,-65,-68,-80,-76,-82.0,,,,-74.0,-77.0,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,
1100,-59,-60,-54,-55,-62,-59,2,5,1,468,385,-82.0,-64.0,-67,-72,-81,-82,-86.0,,,,-74.0,-72.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,-87.0,,,,,,,,,,,,,,,,,,,
1101,-59,-60,-54,-55,-62,-59,2,5,2,468,385,-82.0,-64.0,-67,-72,-81,-82,-86.0,,,,-74.0,-72.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,-87.0,,,,,,,,,,,,,,,,,,,
1102,-41,-54,-44,-53,-59,-58,2,5,3,468,385,-82.0,-64.0,-61,-68,-75,-72,-83.0,,-86.0,,-74.0,-75.0,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,-87.0,,,,,,,,,,,,,,,,,,,
1103,-62,-58,-49,-48,-63,-62,2,5,4,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1104,-62,-58,-49,-48,-63,-62,2,5,5,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1105,-62,-58,-49,-48,-63,-62,2,5,6,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1106,-62,-58,-49,-48,-63,-62,2,5,7,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1107,-62,-58,-49,-48,-63,-62,2,5,8,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1108,-62,-58,-49,-48,-63,-62,2,5,9,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1109,-62,-58,-49,-48,-63,-62,2,5,10,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1110,-62,-58,-49,-48,-63,-62,2,5,11,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1111,-62,-58,-49,-48,-63,-62,2,5,12,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1112,-62,-58,-49,-48,-63,-62,2,5,13,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1113,-62,-58,-49,-48,-63,-62,2,5,14,468,385,-82.0,-59.0,-70,-69,-79,-80,-86.0,,-86.0,,-74.0,-72.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-87.0,,,,,,,,,,,,,,,,,,,
1114,-48,-56,-49,-57,-66,-74,2,5,15,468,385,-84.0,-70.0,-60,-73,-78,-76,-86.0,,-86.0,,-74.0,-71.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1115,-48,-56,-49,-57,-66,-74,2,5,16,468,385,-84.0,-70.0,-60,-73,-78,-76,-86.0,,-86.0,,-74.0,-71.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1116,-63,-59,-50,-47,-77,-61,2,5,17,468,385,-84.0,-70.0,-60,-77,-82,-76,-86.0,,-86.0,,-74.0,-71.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1117,-63,-59,-50,-47,-77,-61,2,5,18,468,385,-84.0,-70.0,-60,-77,-82,-76,-86.0,,-86.0,,-74.0,-71.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1118,-63,-59,-50,-47,-77,-61,2,5,19,468,385,-84.0,-70.0,-60,-77,-82,-76,-86.0,,-86.0,,-74.0,-71.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1119,-63,-59,-50,-47,-77,-61,2,5,20,468,385,-84.0,-70.0,-60,-77,-82,-76,-86.0,,-86.0,,-74.0,-71.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1120,-63,-59,-50,-47,-77,-61,2,5,21,468,385,-84.0,-70.0,-60,-77,-82,-76,-86.0,,-86.0,,-74.0,-71.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1121,-63,-59,-50,-47,-77,-61,2,5,22,468,385,-84.0,-70.0,-60,-77,-82,-76,-86.0,,-86.0,,-74.0,-71.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1122,-63,-59,-50,-47,-77,-61,2,5,23,468,385,-84.0,-70.0,-60,-77,-82,-76,-86.0,,-86.0,,-74.0,-71.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1123,-63,-59,-50,-47,-77,-61,2,5,24,468,385,-84.0,-70.0,-60,-77,-82,-76,-86.0,,-86.0,,-74.0,-71.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1124,-51,-56,-51,-51,-66,-64,2,5,25,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1125,-51,-56,-51,-51,-66,-64,2,5,26,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1126,-51,-56,-51,-51,-66,-64,2,5,27,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1127,-51,-56,-51,-51,-66,-64,2,5,28,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1128,-51,-56,-51,-51,-66,-64,2,5,29,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1129,-51,-56,-51,-51,-66,-64,2,5,30,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1130,-51,-56,-51,-51,-66,-64,2,5,31,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1131,-51,-56,-51,-51,-66,-64,2,5,32,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1132,-51,-56,-51,-51,-66,-64,2,5,33,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1133,-51,-56,-51,-51,-66,-64,2,5,34,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1134,-51,-56,-51,-51,-66,-64,2,5,35,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1135,-51,-56,-51,-51,-66,-64,2,5,36,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-71.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
